train_tss_values,val_tss_values,train_hss_values,val_hss_values,train_loss_values,val_loss_values,learning_rate,train_time,val_time
0.2913657254207819,0.4499664640780576,0.20843327584486374,0.19388264235505084,0.6103022755667885,0.5714358660307798,0.0001,1383.883441671729,74.63392429798841
0.4387605791550978,0.4681000400281899,0.3344763204142092,0.20982389756945063,0.5349866786974905,0.5587513944642111,0.0001,1367.5087913125753,71.77060361765325
0.49021537730515957,0.4877374491028581,0.3827149212035698,0.2304018523088478,0.5037707097240749,0.5343370992721113,0.0001,1368.454918174073,71.5697062779218
0.5328613908210065,0.48511452808376015,0.42517149027168816,0.24344117498963574,0.4776753726778321,0.5084716801739428,0.0001,1368.5406805053353,71.52048685587943
0.554901045659469,0.4973844667340669,0.4488045768820366,0.25557438676097494,0.4626028054256033,0.49736508659341117,5e-05,1367.710486156866,71.47438244521618
0.568013502959752,0.5139721217537541,0.4611728982923308,0.26021313100798,0.4530333115681191,0.5074953844940121,5e-05,1368.7365891486406,71.59797058068216
0.5744442795617974,0.5178230216716381,0.46865649087069067,0.2609677353952951,0.44744375857664515,0.5117980379164835,5e-05,1368.402970612049,71.80486015975475
0.5836426475607008,0.5234089690009878,0.4786259323397267,0.28093509763381863,0.4406705062040736,0.4799856695092537,5e-05,1368.5069773737341,71.6477024499327
0.5888922332150771,0.5278765448239611,0.4843152762340762,0.2780160573132637,0.43719386524281145,0.4900948302820325,5e-05,1368.0768301859498,71.29794296436012
0.5945158905684267,0.5246478280453438,0.4896921050057849,0.27954381735202344,0.4313681462868645,0.4849866660127093,2.5e-05,1368.341781212017,71.62759676203132
0.5995541575657153,0.5256208622985494,0.4944089222703704,0.28706330960471893,0.4298177564030896,0.4738249076869,2.5e-05,1368.2749398574233,71.50207432173193
0.5990482168001446,0.5256190265538235,0.49538470049408523,0.28501445064250974,0.4287148994416702,0.47660931172849963,2.5e-05,1368.6865205690265,71.7042229603976
0.6028117865380321,0.5263681894990029,0.49860823054070097,0.2842378515489962,0.425924597892462,0.4791428547829759,2.5e-05,1368.379504231736,71.34581372886896
0.6051927724782186,0.5301624499759562,0.5010427335200899,0.2860750414657454,0.42414994134632555,0.4805586207965928,2.5e-05,1368.4733268357813,71.5589472129941
0.6040446354800364,0.5275148135644521,0.4995566244740032,0.29260912817110546,0.42395907493761786,0.4680863375167462,1.25e-05,1368.4625695031136,72.03249582462013
0.6071828826914072,0.5282639765096314,0.503234355888133,0.29178258316870814,0.4217338851713626,0.47065900480913475,1.25e-05,1367.9474936109036,71.20101779326797
0.6095348311251756,0.5283653902121673,0.5058305783796461,0.2923254019828826,0.42048732731351923,0.46962628475859886,1.25e-05,1367.7736097518355,71.37482857145369
0.6081804769000738,0.5295731759189692,0.5045982008596549,0.2882725015117847,0.4194450326002255,0.4762689523352695,1.25e-05,1368.2969538997859,71.15146098472178
0.6085918960448843,0.5283653902121673,0.5057727452100942,0.2923254019828826,0.4189535503886387,0.4697874294024361,1.25e-05,1368.1748353149742,71.2790629081428
0.6119752308925543,0.5312158540287433,0.5081970957666627,0.2868555814545119,0.4179917983131705,0.4792623317161621,6.25e-06,1368.2853658329695,70.67424273863435
0.6091263666623585,0.5271557687606395,0.5054599238382248,0.29433416125618544,0.41822015919181627,0.4667115095956636,6.25e-06,1368.340000698343,70.0559648014605
0.6153900270480979,0.5266231341445833,0.5113444028300499,0.2954383436747639,0.415912303076301,0.4646841936075121,6.25e-06,1367.881267985329,71.32831964083016
0.6142504538165918,0.5315337960604023,0.5111262007631294,0.2876232480542739,0.4163808624893341,0.47867679925373763,6.25e-06,1367.8679216261953,71.09046217612922
0.6123373461664148,0.5315667051426821,0.5089584450996549,0.29223534141358504,0.41530663375547033,0.4727261573353336,6.25e-06,1367.9188192933798,70.9366802945733
0.613876081838314,0.5325497688304873,0.5103472584950439,0.29508794307209885,0.4149497508505122,0.47047613792059834,3.125e-06,1367.6917745973915,71.50039391033351
0.6142730975305322,0.5318261719886846,0.5109982135956846,0.29211388875287614,0.4158291718828726,0.4730776127828054,3.125e-06,1367.8232820797712,70.85644284076989
0.6145451456031452,0.527516649309178,0.5114127470716867,0.2947611991368141,0.4141980794118476,0.4668548039260728,3.125e-06,1367.6086967922747,71.2152105346322
0.6164598226689122,0.5317421306996515,0.512582627428126,0.2949988439568253,0.41517439970149345,0.46974885265904764,3.125e-06,1367.7597918380052,71.24328109063208
0.6129285994344158,0.5316544179211669,0.5096875957422011,0.2936108181719656,0.4146679441992003,0.47132480104476954,3.125e-06,1367.6162967253476,71.20719322748482
0.6139925089172668,0.5280648205940112,0.5100916918757117,0.2949771493407579,0.4142070570483452,0.4673643714232632,1.5625e-06,1368.267333291471,71.36832885444164
0.6159146879886341,0.529925862777634,0.512685968464483,0.2958808261082267,0.4152050845466541,0.467292586164472,1.5625e-06,1367.988636199385,71.34448190778494
0.6160058169509571,0.5314534262608208,0.5129000359543459,0.2946594573156809,0.4145165957214507,0.46992161766864543,1.5625e-06,1367.3806270491332,71.05451240390539
0.6161923451459297,0.5318846471743411,0.5135767691956621,0.2930282910283207,0.4139893109179394,0.4718525913613271,1.5625e-06,1367.9469247870147,71.07604591175914
0.6155781478846839,0.5314260244127185,0.511812781697073,0.2963556121427677,0.414041994629609,0.46803668025142153,1.5625e-06,1368.1345131155103,71.49066032841802
0.6148672590284796,0.531584077556185,0.5109558355301892,0.2956754699067998,0.4138048506445355,0.468715285997807,7.8125e-07,1368.2659401968122,71.358363378793
0.6176407365633008,0.5313967868198901,0.5142520651905106,0.29588705329816967,0.4135786588156299,0.46832863902596156,7.8125e-07,1368.394531359896,71.15790752321482
0.6143476995181119,0.5313538483030108,0.510950193092688,0.29627007837339736,0.4144679959573894,0.4680718498012005,7.8125e-07,1367.9843707345426,70.97610463388264
0.6159064245012623,0.5312816721933031,0.5125547829326262,0.2961845707431788,0.4132364007955868,0.46809813528021504,7.8125e-07,1367.8541046846658,71.15214453265071
0.6142222010179688,0.5312953731173542,0.5107816382333716,0.295334791868747,0.4151607999598493,0.4689250646605472,7.8125e-07,1367.6982439383864,71.01109630055726
