timestamp,flare_prob,goes_class,fl_location,flare_start
2011/01/27/HMI.m2011.01.27_01.00.00.jpg,0.1091539338231086,M1.3,"(90, 16)",2011-01-28 00:44:00
2011/01/27/HMI.m2011.01.27_02.00.00.jpg,0.0891295820474624,M1.3,"(90, 16)",2011-01-28 00:44:00
2011/01/27/HMI.m2011.01.27_03.00.00.jpg,0.0915299877524375,M1.3,"(90, 16)",2011-01-28 00:44:00
2011/01/27/HMI.m2011.01.27_04.00.00.jpg,0.0892271026968956,M1.3,"(90, 16)",2011-01-28 00:44:00
2011/01/27/HMI.m2011.01.27_05.00.00.jpg,0.0796060338616371,M1.3,"(90, 16)",2011-01-28 00:44:00
2011/01/27/HMI.m2011.01.27_06.00.00.jpg,0.0784138739109039,M1.3,"(90, 16)",2011-01-28 00:44:00
2011/01/27/HMI.m2011.01.27_07.00.00.jpg,0.0718657746911048,M1.3,"(90, 16)",2011-01-28 00:44:00
2011/01/27/HMI.m2011.01.27_08.00.00.jpg,0.0783466547727584,M1.3,"(90, 16)",2011-01-28 00:44:00
2011/01/27/HMI.m2011.01.27_09.00.00.jpg,0.0703795328736305,M1.3,"(90, 16)",2011-01-28 00:44:00
2011/01/27/HMI.m2011.01.27_10.00.00.jpg,0.0710953325033187,M1.3,"(90, 16)",2011-01-28 00:44:00
2011/01/27/HMI.m2011.01.27_11.00.00.jpg,0.0579612925648689,M1.3,"(90, 16)",2011-01-28 00:44:00
2011/01/27/HMI.m2011.01.27_12.00.00.jpg,0.0528264716267585,M1.3,"(90, 16)",2011-01-28 00:44:00
2011/01/27/HMI.m2011.01.27_13.00.00.jpg,0.052074734121561,M1.3,"(90, 16)",2011-01-28 00:44:00
2011/01/27/HMI.m2011.01.27_14.00.00.jpg,0.0507315583527088,M1.3,"(90, 16)",2011-01-28 00:44:00
2011/01/28/HMI.m2011.01.28_00.00.00.jpg,0.0535984076559543,M1.3,"(90, 16)",2011-01-28 00:44:00
2011/02/15/HMI.m2011.02.15_02.00.00.jpg,0.7776333689689636,M1.0,"(23.992408425210893, -19.996672915156438)",2011-02-16 01:32:00
2011/02/15/HMI.m2011.02.15_03.00.00.jpg,0.8216851949691772,M1.0,"(23.992408425210893, -19.996672915156438)",2011-02-16 01:32:00
2011/02/15/HMI.m2011.02.15_04.00.00.jpg,0.8430743217468262,M1.0,"(23.992408425210893, -19.996672915156438)",2011-02-16 01:32:00
2011/02/15/HMI.m2011.02.15_05.00.00.jpg,0.77547687292099,M1.0,"(23.992408425210893, -19.996672915156438)",2011-02-16 01:32:00
2011/02/15/HMI.m2011.02.15_06.00.00.jpg,0.7655836343765259,M1.0,"(23.992408425210893, -19.996672915156438)",2011-02-16 01:32:00
2011/02/15/HMI.m2011.02.15_07.00.00.jpg,0.7400190234184265,M1.0,"(23.992408425210893, -19.996672915156438)",2011-02-16 01:32:00
2011/02/15/HMI.m2011.02.15_08.00.00.jpg,0.7850788831710815,M1.1,"(-33.47439171183, 11)",2011-02-16 07:35:00
2011/02/15/HMI.m2011.02.15_09.00.00.jpg,0.8369863033294678,M1.1,"(-33.47439171183, 11)",2011-02-16 07:35:00
2011/02/15/HMI.m2011.02.15_10.00.00.jpg,0.8380852341651917,M1.1,"(-33.47439171183, 11)",2011-02-16 07:35:00
2011/02/15/HMI.m2011.02.15_11.00.00.jpg,0.7863362431526184,M1.1,"(-33.47439171183, 11)",2011-02-16 07:35:00
2011/02/15/HMI.m2011.02.15_12.00.00.jpg,0.8092826008796692,M1.1,"(-33.47439171183, 11)",2011-02-16 07:35:00
2011/02/15/HMI.m2011.02.15_13.00.00.jpg,0.8587538599967957,M1.1,"(-33.47439171183, 11)",2011-02-16 07:35:00
2011/02/15/HMI.m2011.02.15_14.00.00.jpg,0.8930589556694031,M1.1,"(-33.47439171183, 11)",2011-02-16 07:35:00
2011/02/15/HMI.m2011.02.15_15.00.00.jpg,0.888374924659729,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/15/HMI.m2011.02.15_16.00.00.jpg,0.8688730001449585,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/15/HMI.m2011.02.15_17.00.00.jpg,0.8319453597068787,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/15/HMI.m2011.02.15_18.00.00.jpg,0.8635299801826477,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/15/HMI.m2011.02.15_19.00.00.jpg,0.8665145635604858,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/15/HMI.m2011.02.15_20.00.00.jpg,0.8764474987983704,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/15/HMI.m2011.02.15_21.00.00.jpg,0.8953700065612793,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/15/HMI.m2011.02.15_22.00.00.jpg,0.8577691316604614,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/15/HMI.m2011.02.15_23.00.00.jpg,0.8370456695556641,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/16/HMI.m2011.02.16_00.00.00.jpg,0.8639792799949646,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/16/HMI.m2011.02.16_01.00.00.jpg,0.8453710079193115,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/16/HMI.m2011.02.16_02.00.00.jpg,0.8788169026374817,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/16/HMI.m2011.02.16_03.00.00.jpg,0.8751888275146484,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/16/HMI.m2011.02.16_04.00.00.jpg,0.8879327774047852,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/16/HMI.m2011.02.16_05.00.00.jpg,0.8775322437286377,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/16/HMI.m2011.02.16_06.00.00.jpg,0.8932144045829773,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/16/HMI.m2011.02.16_07.00.00.jpg,0.8747259378433228,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/16/HMI.m2011.02.16_08.00.00.jpg,0.8696693778038025,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/16/HMI.m2011.02.16_09.00.00.jpg,0.892299473285675,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/16/HMI.m2011.02.16_10.00.00.jpg,0.8816483616828918,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/16/HMI.m2011.02.16_11.00.00.jpg,0.9040406942367554,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/16/HMI.m2011.02.16_12.00.00.jpg,0.8877179622650146,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/16/HMI.m2011.02.16_13.00.00.jpg,0.8821510672569275,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/16/HMI.m2011.02.16_14.00.00.jpg,0.8871281743049622,M1.6,"(32, -20)",2011-02-16 14:19:00
2011/02/17/HMI.m2011.02.17_10.00.00.jpg,0.9165447354316713,M6.6,"(57.899292924266774, -19)",2011-02-18 09:55:00
2011/02/17/HMI.m2011.02.17_11.00.00.jpg,0.9326196908950806,M6.6,"(57.899292924266774, -19)",2011-02-18 09:55:00
2011/02/17/HMI.m2011.02.17_12.00.00.jpg,0.9110887050628662,M6.6,"(57.899292924266774, -19)",2011-02-18 09:55:00
2011/02/17/HMI.m2011.02.17_13.00.00.jpg,0.9103690981864928,M6.6,"(57.899292924266774, -19)",2011-02-18 09:55:00
2011/02/17/HMI.m2011.02.17_14.00.00.jpg,0.9136449098587036,M6.6,"(57.899292924266774, -19)",2011-02-18 09:55:00
2011/02/17/HMI.m2011.02.17_15.00.00.jpg,0.9124329090118408,M6.6,"(57.899292924266774, -19)",2011-02-18 09:55:00
2011/02/17/HMI.m2011.02.17_16.00.00.jpg,0.9040508270263672,M6.6,"(57.899292924266774, -19)",2011-02-18 09:55:00
2011/02/17/HMI.m2011.02.17_17.00.00.jpg,0.8906441926956177,M6.6,"(57.899292924266774, -19)",2011-02-18 09:55:00
2011/02/17/HMI.m2011.02.17_18.00.00.jpg,0.9292058944702148,M6.6,"(57.899292924266774, -19)",2011-02-18 09:55:00
2011/02/17/HMI.m2011.02.17_19.00.00.jpg,0.877180814743042,M6.6,"(57.899292924266774, -19)",2011-02-18 09:55:00
2011/02/17/HMI.m2011.02.17_20.00.00.jpg,0.8184216022491455,M6.6,"(57.899292924266774, -19)",2011-02-18 09:55:00
2011/02/17/HMI.m2011.02.17_21.00.00.jpg,0.811881422996521,M6.6,"(57.899292924266774, -19)",2011-02-18 09:55:00
2011/02/17/HMI.m2011.02.17_22.00.00.jpg,0.7488147020339966,M6.6,"(57.899292924266774, -19)",2011-02-18 09:55:00
2011/02/17/HMI.m2011.02.17_23.00.00.jpg,0.7002499103546143,M6.6,"(57.899292924266774, -19)",2011-02-18 09:55:00
2011/02/18/HMI.m2011.02.18_00.00.00.jpg,0.7830529808998108,M6.6,"(57.899292924266774, -19)",2011-02-18 09:55:00
2011/02/23/HMI.m2011.02.23_08.00.00.jpg,0.1236817240715026,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/23/HMI.m2011.02.23_09.00.00.jpg,0.1074225232005119,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/23/HMI.m2011.02.23_10.00.00.jpg,0.1379757076501846,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/23/HMI.m2011.02.23_11.00.00.jpg,0.116115815937519,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/23/HMI.m2011.02.23_12.00.00.jpg,0.1111134365200996,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/23/HMI.m2011.02.23_13.00.00.jpg,0.1149768456816673,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/23/HMI.m2011.02.23_14.00.00.jpg,0.1160657480359077,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/23/HMI.m2011.02.23_15.00.00.jpg,0.116932064294815,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/23/HMI.m2011.02.23_16.00.00.jpg,0.1299048364162445,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/23/HMI.m2011.02.23_17.00.00.jpg,0.1027925685048103,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/23/HMI.m2011.02.23_18.00.00.jpg,0.1011001169681549,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/23/HMI.m2011.02.23_19.00.00.jpg,0.1022267863154411,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/23/HMI.m2011.02.23_20.00.00.jpg,0.0797458589076995,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/23/HMI.m2011.02.23_22.00.00.jpg,0.056961003690958,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/23/HMI.m2011.02.23_23.00.00.jpg,0.050829105079174,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/24/HMI.m2011.02.24_00.00.00.jpg,0.0514836013317108,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
2011/02/24/HMI.m2011.02.24_01.00.00.jpg,0.0489817075431346,M3.5,"(-81.52593203919372, 18)",2011-02-24 07:23:00
